1D69D	\mttt	letter	monospace t
1D69E	\mttu	letter	monospace u
1D69F	\mttv	letter	monospace v
1D6A0	\mttw	letter	monospace w
1D6A1	\mttx	letter	monospace x
1D6A2	\mtty	letter	monospace y
1D6A3	\mttz	letter	monospace z
1D6A4	\imath	letter	italic small dotless i
1D6A5	\jmath	letter	italic small dotless j
1D6A8	\mbfAlpha	letter	bold Alpha
1D6A9	\mbfBeta	letter	bold Beta
1D6AA	\mbfGamma	letter	bold Gamma
1D6AB	\mbfDelta	letter	bold Delta
1D6AC	\mbfEpsilon	letter	bold Epsilon
1D6AD	\mbfZeta	letter	bold Zeta
1D6AE	\mbfEta	letter	bold Eta
1D6AF	\mbfTheta	letter	bold Theta
1D6B0	\mbfIota	letter	bold Iota
1D6B1	\mbfKappa	letter	bold Kappa
1D6B2	\mbfLambda	letter	bold Lambda
1D6B3	\mbfMu	letter	bold Mu
1D6B4	\mbfNu	letter	bold Nu
1D6B5	\mbfXi	letter	bold Xi
1D6B6	\mbfOmicron	letter	bold Omicron
1D6B7	\mbfPi	letter	bold Pi
1D6B8	\mbfRho	letter	bold Rho
1D6B9	\mbfvarTheta	letter	bold Theta
1D6BA	\mbfSigma	letter	bold Sigma
1D6BB	\mbfTau	letter	bold Tau
1D6BC	\mbfUpsilon	letter	bold Upsilon
1D6BD	\mbfPhi	letter	bold Phi
1D6BE	\mbfChi	letter	bold Chi
1D6BF	\mbfPsi	letter	bold Psi
1D6C0	\mbfOmega	letter	bold Omega
1D6C1	\mbfnabla	letter	bold nabla
1D6C2	\mbfalpha	letter	bold alpha
1D6C3	\mbfbeta	letter	bold beta
1D6C4	\mbfgamma	letter	bold gamma
1D6C5	\mbfdelta	letter	bold delta
1D6C6	\mbfvarepsilon	letter	bold varepsilon
1D6C7	\mbfzeta	letter	bold zeta
1D6C8	\mbfeta	letter	bold eta
1D6C9	\mbftheta	letter	bold theta
1D6CA	\mbfiota	letter	bold iota
1D6CB	\mbfkappa	letter	bold kappa
1D6CC	\mbflambda	letter	bold lambda
1D6CD	\mbfmu	letter	bold small mu
1D6CE	\mbfnu	letter	bold small nu
1D6CF	\mbfxi	letter	bold small xi
1D6D0	\mbfomicron	letter	bold small omicron
1D6D1	\mbfpi	letter	bold small pi
1D6D2	\mbfrho	letter	bold small rho
1D6D3	\mbfvarsigma	letter	bold small final sigma
1D6D4	\mbfsigma	letter	bold small sigma
1D6D5	\mbftau	letter	bold small tau
1D6D6	\mbfupsilon	letter	bold small upsilon
1D6D7	\mbfvarphi	letter	bold small phi
1D6D8	\mbfchi	letter	bold small chi
1D6D9	\mbfpsi	letter	bold small psi
1D6DA	\mbfomega	letter	bold small omega
1D6DB	\mbfpartial	letter	bold partial differential
1D6DC	\mbfepsilon	letter	bold varepsilon symbol
1D6DD	\mbfvartheta	letter	bold theta symbol
1D6DE	\mbfvarkappa	letter	bold kappa symbol
1D6DF	\mbfphi	letter	bold phi symbol
1D6E0	\mbfvarrho	letter	bold rho symbol
1D6E1	\mbfvarpi	letter	bold pi symbol
1D6E2	\mitAlpha	letter	italic capital alpha
1D6E3	\mitBeta	letter	italic capital beta
1D6E4	\mitGamma	letter	italic capital gamma
1D6E5	\mitDelta	letter	italic capital delta
1D6E6	\mitEpsilon	letter	italic capital epsilon
1D6E7	\mitZeta	letter	italic capital zeta
1D6E8	\mitEta	letter	italic capital eta
1D6E9	\mitTheta	letter	italic capital theta
1D6EA	\mitIota	letter	italic capital iota
1D6EB	\mitKappa	letter	italic capital kappa
1D6EC	\mitLambda	letter	italic capital lambda
1D6ED	\mitMu	letter	italic capital mu
1D6EE	\mitNu	letter	italic capital nu
1D6EF	\mitXi	letter	italic capital xi
1D6F0	\mitOmicron	letter	italic capital omicron
1D6F1	\mitPi	letter	italic capital pi
1D6F2	\mitRho	letter	italic capital rho
1D6F3	\mitvarTheta	letter	italic capital theta symbol
1D6F4	\mitSigma	letter	italic capital sigma
1D6F5	\mitTau	letter	italic capital tau
1D6F6	\mitUpsilon	letter	italic capital upsilon
1D6F7	\mitPhi	letter	italic capital phi
1D6F8	\mitChi	letter	italic capital chi
1D6F9	\mitPsi	letter	italic capital psi
1D6FA	\mitOmega	letter	italic capital omega
1D6FB	\mitnabla	letter	italic nabla
1D6FC	\mitalpha	letter	italic small alpha
1D6FD	\mitbeta	letter	italic small beta
1D6FE	\mitgamma	letter	italic small gamma
1D6FF	\mitdelta	letter	italic small delta
1D700	\mitvarepsilon	letter	italic small varepsilon
1D701	\mitzeta	letter	italic small zeta
1D702	\miteta	letter	italic small eta
1D703	\mittheta	letter	italic small theta
1D704	\mitiota	letter	italic small iota
1D705	\mitkappa	letter	italic small kappa
1D706	\mitlambda	letter	italic small lambda
1D707	\mitmu	letter	italic small mu
1D708	\mitnu	letter	italic small nu
1D709	\mitxi	letter	italic small xi
1D70A	\mitomicron	letter	italic small omicron
1D70B	\mitpi	letter	italic small pi
1D70C	\mitrho	letter	italic small rho
1D70D	\mitvarsigma	letter	italic small final sigma
1D70E	\mitsigma	letter	italic small sigma
1D70F	\mittau	letter	italic small tau
1D710	\mitupsilon	letter	italic small upsilon
1D711	\mitvarphi	letter	italic small phi
1D712	\mitchi	letter	italic small chi
1D713	\mitpsi	letter	italic small psi
1D714	\mitomega	letter	italic small omega
1D715	\mitpartial	letter	italic partial differential
1D716	\mitepsilon	letter	italic varepsilon symbol
1D717	\mitvartheta	letter	italic theta symbol
1D718	\mitvarkappa	letter	italic kappa symbol
1D719	\mitphi	letter	italic phi symbol
1D71A	\mitvarrho	letter	italic rho symbol
1D71B	\mitvarpi	letter	italic pi symbol
1D71C	\mbfitAlpha	letter	bold italic capital alpha
1D71D	\mbfitBeta	letter	bold italic capital beta
1D71E	\mbfitGamma	letter	bold italic capital gamma
1D71F	\mbfitDelta	letter	bold italic capital delta
1D720	\mbfitEpsilon	letter	bold italic capital epsilon
1D721	\mbfitZeta	letter	bold italic capital zeta
1D722	\mbfitEta	letter	bold italic capital eta
1D723	\mbfitTheta	letter	bold italic capital theta
1D724	\mbfitIota	letter	bold italic capital iota
1D725	\mbfitKappa	letter	bold italic capital kappa
1D726	\mbfitLambda	letter	bold italic capital lambda
1D727	\mbfitMu	letter	bold italic capital mu
1D728	\mbfitNu	letter	bold italic capital nu
1D729	\mbfitXi	letter	bold italic capital xi
1D72A	\mbfitOmicron	letter	bold italic capital omicron
1D72B	\mbfitPi	letter	bold italic capital pi
1D72C	\mbfitRho	letter	bold italic capital rho
1D72D	\mbfitvarTheta	letter	bold italic capital theta symbol
1D72E	\mbfitSigma	letter	bold italic capital sigma
1D72F	\mbfitTau	letter	bold italic capital tau
1D730	\mbfitUpsilon	letter	bold italic capital upsilon
1D731	\mbfitPhi	letter	bold italic capital phi
1D732	\mbfitChi	letter	bold italic capital chi
1D733	\mbfitPsi	letter	bold italic capital psi
1D734	\mbfitOmega	letter	bold italic capital omega
1D735	\mbfitnabla	letter	bold italic nabla
1D736	\mbfitalpha	letter	bold italic small alpha
1D737	\mbfitbeta	letter	bold italic small beta
1D738	\mbfitgamma	letter	bold italic small gamma
1D739	\mbfitdelta	letter	bold italic small delta
1D73A	\mbfitvarepsilon	letter	bold italic small varepsilon
1D73B	\mbfitzeta	letter	bold italic small zeta
1D73C	\mbfiteta	letter	bold italic small eta
1D73D	\mbfittheta	letter	bold italic small theta
1D73E	\mbfitiota	letter	bold italic small iota
1D73F	\mbfitkappa	letter	bold italic small kappa
1D740	\mbfitlambda	letter	bold italic small lambda
1D741	\mbfitmu	letter	bold italic small mu
1D742	\mbfitnu	letter	bold italic small nu
1D743	\mbfitxi	letter	bold italic small xi
1D744	\mbfitomicron	letter	bold italic small omicron
1D745	\mbfitpi	letter	bold italic small pi
1D746	\mbfitrho	letter	bold italic small rho
1D747	\mbfitvarsigma	letter	bold italic small final sigma
1D748	\mbfitsigma	letter	bold italic small sigma
1D749	\mbfittau	letter	bold italic small tau
1D74A	\mbfitupsilon	letter	bold italic small upsilon
1D74B	\mbfitvarphi	letter	bold italic small phi
1D74C	\mbfitchi	letter	bold italic small chi
1D74D	\mbfitpsi	letter	bold italic small psi
1D74E	\mbfitomega	letter	bold italic small omega
1D74F	\mbfitpartial	letter	bold italic partial differential
1D750	\mbfitepsilon	letter	bold italic varepsilon symbol
1D751	\mbfitvartheta	letter	bold italic theta symbol
1D752	\mbfitvarkappa	letter	bold italic kappa symbol
1D753	\mbfitphi	letter	bold italic phi symbol
1D754	\mbfitvarrho	letter	bold italic rho symbol
1D755	\mbfitvarpi	letter	bold italic pi symbol
1D756	\mbfsansAlpha	letter	sans-serif bold Alpha
1D757	\mbfsansBeta	letter	sans-serif bold Beta
1D758	\mbfsansGamma	letter	sans-serif bold Gamma
1D759	\mbfsansDelta	letter	sans-serif bold Delta
1D75A	\mbfsansEpsilon	letter	sans-serif bold Epsilon
1D75B	\mbfsansZeta	letter	sans-serif bold Zeta
1D75C	\mbfsansEta	letter	sans-serif bold Eta
1D75D	\mbfsansTheta	letter	sans-serif bold Theta
1D75E	\mbfsansIota	letter	sans-serif bold Iota
1D75F	\mbfsansKappa	letter	sans-serif bold Kappa
1D760	\mbfsansLambda	letter	sans-serif bold Lambda
1D761	\mbfsansMu	letter	sans-serif bold Mu
1D762	\mbfsansNu	letter	sans-serif bold Nu
1D763	\mbfsansXi	letter	sans-serif bold Xi
1D764	\mbfsansOmicron	letter	sans-serif bold Omicron
1D765	\mbfsansPi	letter	sans-serif bold Pi
1D766	\mbfsansRho	letter	sans-serif bold Rho
1D767	\mbfsansvarTheta	letter	sans-serif bold capital Symbol
1D768	\mbfsansSigma	letter	sans-serif bold Sigma
1D769	\mbfsansTau	letter	sans-serif bold Tau
1D76A	\mbfsansUpsilon	letter	sans-serif bold Upsilon
1D76B	\mbfsansPhi	letter	sans-serif bold Phi
1D76C	\mbfsansChi	letter	sans-serif bold Chi
1D76D	\mbfsansPsi	letter	sans-serif bold Psi
1D76E	\mbfsansOmega	letter	sans-serif bold Omega
1D76F	\mbfsansnabla	letter	sans-serif bold nabla
1D770	\mbfsansalpha	letter	sans-serif bold alpha
1D771	\mbfsansbeta	letter	sans-serif bold beta
1D772	\mbfsansgamma	letter	sans-serif bold gamma
1D773	\mbfsansdelta	letter	sans-serif bold delta
1D774	\mbfsansvarepsilon	letter	sans-serif bold varepsilon
1D775	\mbfsanszeta	letter	sans-serif bold zeta
1D776	\mbfsanseta	letter	sans-serif bold eta
1D777	\mbfsanstheta	letter	sans-serif bold theta
1D778	\mbfsansiota	letter	sans-serif bold iota
1D779	\mbfsanskappa	letter	sans-serif bold kappa
1D77A	\mbfsanslambda	letter	sans-serif bold lambda
1D77B	\mbfsansmu	letter	sans-serif bold mu
1D77C	\mbfsansnu	letter	sans-serif bold nu
1D77D	\mbfsansxi	letter	sans-serif bold xi
1D77E	\mbfsansomicron	letter	sans-serif bold omicron
1D77F	\mbfsanspi	letter	sans-serif bold pi
1D780	\mbfsansrho	letter	sans-serif bold rho
1D781	\mbfsansvarsigma	letter	sans-serif bold small sigma
1D782	\mbfsanssigma	letter	sans-serif bold sigma
1D783	\mbfsanstau	letter	sans-serif bold tau
1D784	\mbfsansupsilon	letter	sans-serif bold upsilon
1D785	\mbfsansvarphi	letter	sans-serif bold phi
1D786	\mbfsanschi	letter	sans-serif bold chi
1D787	\mbfsanspsi	letter	sans-serif bold psi
1D788	\mbfsansomega	letter	sans-serif bold omega
1D789	\mbfsanspartial	letter	sans-serif bold partial differential
1D78A	\mbfsansepsilon	letter	sans-serif bold varepsilon symbol
1D78B	\mbfsansvartheta	letter	sans-serif bold theta symbol
1D78C	\mbfsansvarkappa	letter	sans-serif bold kappa symbol
1D78D	\mbfsansphi	letter	sans-serif bold phi symbol
1D78E	\mbfsansvarrho	letter	sans-serif bold rho symbol
1D78F	\mbfsansvarpi	letter	sans-serif bold pi symbol
1D790	\mbfitsansAlpha	letter	sans-serif bold italic Alpha
1D791	\mbfitsansBeta	letter	sans-serif bold italic Beta
1D792	\mbfitsansGamma	letter	sans-serif bold italic Gamma
1D793	\mbfitsansDelta	letter	sans-serif bold italic Delta
1D794	\mbfitsansEpsilon	letter	sans-serif bold italic Epsilon
1D795	\mbfitsansZeta	letter	sans-serif bold italic Zeta
1D796	\mbfitsansEta	letter	sans-serif bold italic Eta
1D797	\mbfitsansTheta	letter	sans-serif bold italic Theta
1D798	\mbfitsansIota	letter	sans-serif bold italic Iota
1D799	\mbfitsansKappa	letter	sans-serif bold italic Kappa
1D79A	\mbfitsansLambda	letter	sans-serif bold italic Lambda
1D79B	\mbfitsansMu	letter	sans-serif bold italic Mu
1D79C	\mbfitsansNu	letter	sans-serif bold italic Nu
1D79D	\mbfitsansXi	letter	sans-serif bold italic Xi
1D79E	\mbfitsansOmicron	letter	sans-serif bold italic Omicron
1D79F	\mbfitsansPi	letter	sans-serif bold italic Pi
1D7A0	\mbfitsansRho	letter	sans-serif bold italic Rho
1D7A1	\mbfitsansvarTheta	letter	sans-serif bold italic Theta
1D7A2	\mbfitsansSigma	letter	sans-serif bold italic Sigma
1D7A3	\mbfitsansTau	letter	sans-serif bold italic Tau
1D7A4	\mbfitsansUpsilon	letter	sans-serif bold italic Upsilon
1D7A5	\mbfitsansPhi	letter	sans-serif bold italic Phi
1D7A6	\mbfitsansChi	letter	sans-serif bold italic Chi
1D7A7	\mbfitsansPsi	letter	sans-serif bold italic Psi
1D7A8	\mbfitsansOmega	letter	sans-serif bold italic Omega
1D7A9	\mbfitsansnabla	letter	sans-serif bold italic nabla
1D7AA	\mbfitsansalpha	letter	sans-serif bold italic alpha
1D7AB	\mbfitsansbeta	letter	sans-serif bold italic beta
1D7AC	\mbfitsansgamma	letter	sans-serif bold italic gamma
1D7AD	\mbfitsansdelta	letter	sans-serif bold italic delta
1D7AE	\mbfitsansvarepsilon	letter	sans-serif bold italic varepsilon
1D7AF	\mbfitsanszeta	letter	sans-serif bold italic zeta
1D7B0	\mbfitsanseta	letter	sans-serif bold italic eta
1D7B1	\mbfitsanstheta	letter	sans-serif bold italic theta
1D7B2	\mbfitsansiota	letter	sans-serif bold italic iota
1D7B3	\mbfitsanskappa	letter	sans-serif bold italic kappa
1D7B4	\mbfitsanslambda	letter	sans-serif bold italic lambda
1D7B5	\mbfitsansmu	letter	sans-serif bold italic mu
1D7B6	\mbfitsansnu	letter	sans-serif bold italic nu
1D7B7	\mbfitsansxi	letter	sans-serif bold italic xi
1D7B8	\mbfitsansomicron	letter	sans-serif bold italic omicron
1D7B9	\mbfitsanspi	letter	sans-serif bold italic pi
1D7BA	\mbfitsansrho	letter	sans-serif bold italic rho
1D7BB	\mbfitsansvarsigma	letter	sans-serif bold italic final sigma
1D7BC	\mbfitsanssigma	letter	sans-serif bold italic sigma
1D7BD	\mbfitsanstau	letter	sans-serif bold italic tau
1D7BE	\mbfitsansupsilon	letter	sans-serif bold italic upsilon
1D7BF	\mbfitsansvarphi	letter	sans-serif bold italic phi
1D7C0	\mbfitsanschi	letter	sans-serif bold italic chi
1D7C1	\mbfitsanspsi	letter	sans-serif bold italic psi
1D7C2	\mbfitsansomega	letter	sans-serif bold italic omega
1D7C3	\mbfitsanspartial	letter	sans-serif bold italic partial differential
1D7C4	\mbfitsansepsilon	letter	sans-serif bold italic varepsilon symbol
1D7C5	\mbfitsansvartheta	letter	sans-serif bold italic theta symbol
1D7C6	\mbfitsansvarkappa	letter	sans-serif bold italic kappa symbol
1D7C7	\mbfitsansphi	letter	sans-serif bold italic phi symbol
1D7C8	\mbfitsansvarrho	letter	sans-serif bold italic rho symbol
1D7C9	\mbfitsansvarpi	letter	sans-serif bold italic pi symbol
1D7CA	\mbfDigamma	letter	bold capital digamma
1D7CB	\mbfdigamma	letter	bold small digamma
1D7CE	\mbfzero	ordinal	bold digit 0
1D7CF	\mbfone	ordinal	bold digit 1
1D7D0	\mbftwo	ordinal	bold digit 2
1D7D1	\mbfthree	ordinal	bold digit 3
1D7D2	\mbffour	ordinal	bold digit 4
1D7D3	\mbffive	ordinal	bold digit 5
1D7D4	\mbfsix	ordinal	bold digit 6
1D7D5	\mbfseven	ordinal	bold digit 7
1D7D6	\mbfeight	ordinal	bold digit 8
1D7D7	\mbfnine	ordinal	bold digit 9
1D7D8	\Bbbzero	ordinal	double-struct digit 0
1D7D9	\Bbbone	ordinal	double-struct digit 1
1D7DA	\Bbbtwo	ordinal	double-struct digit 2
1D7DB	\Bbbthree	ordinal	double-struct digit 3
1D7DC	\Bbbfour	ordinal	double-struct digit 4
1D7DD	\Bbbfive	ordinal	double-struct digit 5
1D7DE	\Bbbsix	ordinal	double-struct digit 6
1D7DF	\Bbbseven	ordinal	double-struct digit 7
1D7E0	\Bbbeight	ordinal	double-struct digit 8
1D7E1	\Bbbnine	ordinal	double-struct digit 9
1D7E2	\msanszero	ordinal	sans-serif digit 0
1D7E3	\msansone	ordinal	sans-serif digit 1
1D7E4	\msanstwo	ordinal	sans-serif digit 2
1D7E5	\msansthree	ordinal	sans-serif digit 3
1D7E6	\msansfour	ordinal	sans-serif digit 4
1D7E7	\msansfive	ordinal	sans-serif digit 5
1D7E8	\msanssix	ordinal	sans-serif digit 6
1D7E9	\msansseven	ordinal	sans-serif digit 7
1D7EA	\msanseight	ordinal	sans-serif digit 8
1D7EB	\msansnine	ordinal	sans-serif digit 9
1D7EC	\mbfsanszero	ordinal	sans-serif bold digit 0
1D7ED	\mbfsansone	ordinal	sans-serif bold digit 1
1D7EE	\mbfsanstwo	ordinal	sans-serif bold digit 2
1D7EF	\mbfsansthree	ordinal	sans-serif bold digit 3
1D7F0	\mbfsansfour	ordinal	sans-serif bold digit 4
1D7F1	\mbfsansfive	ordinal	sans-serif bold digit 5
1D7F2	\mbfsanssix	ordinal	sans-serif bold digit 6
1D7F3	\mbfsansseven	ordinal	sans-serif bold digit 7
1D7F4	\mbfsanseight	ordinal	sans-serif bold digit 8
1D7F5	\mbfsansnine	ordinal	sans-serif bold digit 9
1D7F6	\mttzero	ordinal	monospace digit 0
1D7F7	\mttone	ordinal	monospace digit 1
1D7F8	\mtttwo	ordinal	monospace digit 2
1D7F9	\mttthree	ordinal	monospace digit 3
1D7FA	\mttfour	ordinal	monospace digit 4
1D7FB	\mttfive	ordinal	monospace digit 5
1D7FC	\mttsix	ordinal	monospace digit 6
1D7FD	\mttseven	ordinal	monospace digit 7
1D7FE	\mtteight	ordinal	monospace digit 8
1D7FF	\mttnine	ordinal	monospace digit 9
1EEF0	\arabicmaj	big operator	arabic mathematical operator meem with hah with tatweel
1EEF1	\arabichad	big operator	arabic mathematical operator hah with dal
